created_at,updated_at,id,operation_id,operation_type,summ,rids,created,currency,description,summ_pickpoint,office_id,employee_id
2025-01-12 16:27:26.813077,2025-01-12 16:27:26.813098,125466,2218023304,Мотивация за оценки клиентов,1.57,[],2025-01-05 22:59:36,₽,"",0,2958,
2025-01-12 16:27:26.813537,2025-01-12 16:27:26.81355,125467,2218023303,Мотивация за оценки клиентов,4.68,[],2025-01-05 22:59:36,₽,"",0,2958,
2025-01-12 16:27:26.813879,2025-01-12 16:27:26.813894,125468,2218023318,Мотивация за оценки клиентов,2.61,[],2025-01-05 22:59:36,₽,"",0,2958,
2025-01-12 16:27:26.814068,2025-01-12 16:27:26.81408,125469,2218023302,Мотивация за оценки клиентов,6.06,[],2025-01-05 22:59:36,₽,"",0,2958,
2025-01-12 16:27:26.814237,2025-01-12 16:27:26.814249,125470,2218023317,Мотивация за оценки клиентов,2.63,[],2025-01-05 22:59:36,₽,"",0,2958,
2025-01-12 16:27:26.814403,2025-01-12 16:27:26.814414,125471,2218023315,Мотивация за оценки клиентов,2.61,[],2025-01-05 22:59:36,₽,"",0,2958,
2025-01-12 16:27:26.814567,2025-01-12 16:27:26.814579,125472,2218023316,Мотивация за оценки клиентов,2.97,[],2025-01-05 22:59:36,₽,"",0,2958,
2025-01-12 16:27:26.814848,2025-01-12 16:27:26.81486,125473,2218023314,Мотивация за оценки клиентов,3.6,[],2025-01-05 22:59:36,₽,"",0,2958,
2025-01-12 16:27:26.815021,2025-01-12 16:27:26.815033,125474,2218023313,Мотивация за оценки клиентов,2.4,[],2025-01-05 22:59:36,₽,"",0,2958,
2025-01-12 16:27:26.815185,2025-01-12 16:27:26.815196,125475,2218023307,Мотивация за оценки клиентов,4.77,[],2025-01-05 22:59:36,₽,"",0,2958,
2025-01-12 16:27:26.815348,2025-01-12 16:27:26.815359,125476,2218023306,Мотивация за оценки клиентов,4.15,[],2025-01-05 22:59:36,₽,"",0,2958,
2025-01-12 16:27:26.815509,2025-01-12 16:27:26.815521,125477,2218023291,Мотивация за оценки клиентов,2.91,[],2025-01-05 22:59:36,₽,"",0,2958,
2025-01-12 16:27:26.815695,2025-01-12 16:27:26.815707,125478,2218023305,Мотивация за оценки клиентов,4.01,[],2025-01-05 22:59:36,₽,"",0,2958,
2025-01-12 16:27:26.815937,2025-01-12 16:27:26.815952,125479,2218023296,Мотивация за оценки клиентов,0.57,[],2025-01-05 22:59:36,₽,"",0,2958,
2025-01-12 16:27:26.816126,2025-01-12 16:27:26.816138,125480,2218023295,Мотивация за оценки клиентов,3.18,[],2025-01-05 22:59:36,₽,"",0,2958,
2025-01-12 16:27:26.816288,2025-01-12 16:27:26.816299,125481,2218023294,Мотивация за оценки клиентов,2.97,[],2025-01-05 22:59:36,₽,"",0,2958,
2025-01-12 16:27:26.816448,2025-01-12 16:27:26.81646,125482,2218023293,Мотивация за оценки клиентов,2.64,[],2025-01-05 22:59:36,₽,"",0,2958,
2025-01-12 16:27:26.816609,2025-01-12 16:27:26.816621,125483,2218023292,Мотивация за оценки клиентов,4.17,[],2025-01-05 22:59:36,₽,"",0,2958,
2025-01-12 16:27:26.816847,2025-01-12 16:27:26.81686,125484,2218023268,Мотивация за оценки клиентов,2.22,[],2025-01-05 22:59:36,₽,"",0,2958,
2025-01-12 16:27:26.81701,2025-01-12 16:27:26.817021,125485,2218023255,Мотивация за оценки клиентов,3.72,[],2025-01-05 22:59:35,₽,"",0,2958,
2025-01-12 16:27:26.817192,2025-01-12 16:27:26.817204,125486,2218022353,Мотивация за оценки клиентов,3.4,[],2025-01-05 22:56:21,₽,"",0,2946,
2025-01-12 16:27:26.817355,2025-01-12 16:27:26.817367,125487,2218020102,Возврат,-120.88,[-4617379480656043685],2025-01-05 22:52:30,₽,Возврат товара по одобренной заявке без физического возврата товара на ПВЗ,0,2966,3943
2025-01-12 16:27:26.817541,2025-01-12 16:27:26.817553,125488,2218019673,Мотивация за оценки клиентов,2.67,[],2025-01-05 22:51:45,₽,"",0,2935,
2025-01-12 16:27:26.817703,2025-01-12 16:27:26.817715,125489,2218019672,Мотивация за оценки клиентов,10.79,[],2025-01-05 22:51:45,₽,"",0,2950,
2025-01-12 16:27:26.8182,2025-01-12 16:27:26.818213,125490,2218019660,Мотивация за оценки клиентов,1.17,[],2025-01-05 22:51:45,₽,"",0,2935,
2025-01-12 16:27:26.818377,2025-01-12 16:27:26.818389,125491,2218019649,Мотивация за оценки клиентов,4.11,[],2025-01-05 22:51:44,₽,"",0,2929,
2025-01-12 16:27:26.818542,2025-01-12 16:27:26.818554,125492,2218019645,Мотивация за оценки клиентов,2.72,[],2025-01-05 22:51:44,₽,"",0,2929,
2025-01-12 16:27:26.818705,2025-01-12 16:27:26.818717,125493,2218019723,Мотивация за оценки клиентов,2.18,[],2025-01-05 22:51:44,₽,"",0,2950,
2025-01-12 16:27:26.818969,2025-01-12 16:27:26.818981,125494,2218019806,Мотивация за оценки клиентов,4.71,[],2025-01-05 22:51:44,₽,"",0,2937,
2025-01-12 16:27:26.819134,2025-01-12 16:27:26.819145,125495,2218019801,Мотивация за оценки клиентов,5.04,[],2025-01-05 22:51:44,₽,"",0,2937,
2025-01-12 16:27:26.819296,2025-01-12 16:27:26.819307,125496,2218019776,Мотивация за оценки клиентов,3.04,[],2025-01-05 22:51:44,₽,"",0,2937,
2025-01-12 16:27:26.819457,2025-01-12 16:27:26.819468,125497,2218019713,Мотивация за оценки клиентов,1.45,[],2025-01-05 22:51:44,₽,"",0,2935,
2025-01-12 16:27:26.819647,2025-01-12 16:27:26.819659,125498,2218019822,Мотивация за оценки клиентов,4.11,[],2025-01-05 22:51:44,₽,"",0,2950,
2025-01-12 16:27:26.819893,2025-01-12 16:27:26.819905,125499,2218019734,Мотивация за оценки клиентов,0.39,[],2025-01-05 22:51:44,₽,"",0,2935,
2025-01-12 16:27:26.820055,2025-01-12 16:27:26.820067,125500,2218019710,Мотивация за оценки клиентов,4.05,[],2025-01-05 22:51:44,₽,"",0,2929,
2025-01-12 16:27:26.820216,2025-01-12 16:27:26.820228,125501,2218019792,Мотивация за оценки клиентов,3.78,[],2025-01-05 22:51:44,₽,"",0,2937,
2025-01-12 16:27:26.820377,2025-01-12 16:27:26.820388,125502,2218019732,Мотивация за оценки клиентов,3.49,[],2025-01-05 22:51:44,₽,"",0,2935,
2025-01-12 16:27:26.820536,2025-01-12 16:27:26.820548,125503,2218019708,Мотивация за оценки клиентов,4.08,[],2025-01-05 22:51:44,₽,"",0,2929,
2025-01-12 16:27:26.820698,2025-01-12 16:27:26.82071,125504,2218019769,Мотивация за оценки клиентов,2.73,[],2025-01-05 22:51:44,₽,"",0,2937,
2025-01-12 16:27:26.821038,2025-01-12 16:27:26.821054,125505,2218019770,Мотивация за оценки клиентов,4.11,[],2025-01-05 22:51:44,₽,"",0,2950,
2025-01-12 16:27:26.821326,2025-01-12 16:27:26.82134,125506,2218019787,Мотивация за оценки клиентов,4.74,[],2025-01-05 22:51:44,₽,"",0,2937,
2025-01-12 16:27:26.821504,2025-01-12 16:27:26.821516,125507,2218019785,Мотивация за оценки клиентов,3.79,[],2025-01-05 22:51:44,₽,"",0,2937,
2025-01-12 16:27:26.821707,2025-01-12 16:27:26.821719,125508,2218019747,Мотивация за оценки клиентов,1.35,[],2025-01-05 22:51:44,₽,"",0,2929,
2025-01-12 16:27:26.821963,2025-01-12 16:27:26.821975,125509,2218019744,Мотивация за оценки клиентов,3.02,[],2025-01-05 22:51:44,₽,"",0,2929,
2025-01-12 16:27:26.822127,2025-01-12 16:27:26.822139,125510,2218019739,Мотивация за оценки клиентов,4.18,[],2025-01-05 22:51:44,₽,"",0,2929,
2025-01-12 16:27:26.82229,2025-01-12 16:27:26.822437,125511,2218019691,Мотивация за оценки клиентов,0.42,[],2025-01-05 22:51:44,₽,"",0,2937,
2025-01-12 16:27:26.822614,2025-01-12 16:27:26.822626,125512,2218019631,Мотивация за оценки клиентов,3.35,[],2025-01-05 22:51:44,₽,"",0,2929,
2025-01-12 16:27:26.822875,2025-01-12 16:27:26.822887,125513,2218019690,Мотивация за оценки клиентов,1.58,[],2025-01-05 22:51:44,₽,"",0,2937,
2025-01-12 16:27:26.823044,2025-01-12 16:27:26.823056,125514,2218019696,Мотивация за оценки клиентов,0.25,[],2025-01-05 22:51:44,₽,"",0,2937,
2025-01-12 16:27:26.823222,2025-01-12 16:27:26.823234,125515,2218019682,Мотивация за оценки клиентов,7.89,[],2025-01-05 22:51:44,₽,"",0,2929,
2025-01-12 16:27:26.823385,2025-01-12 16:27:26.823397,125516,2218019679,Мотивация за оценки клиентов,4.74,[],2025-01-05 22:51:44,₽,"",0,2929,
2025-01-12 16:27:26.823547,2025-01-12 16:27:26.823559,125517,2218019608,Мотивация за оценки клиентов,2.97,[],2025-01-05 22:51:43,₽,"",0,2929,
2025-01-12 16:27:26.823736,2025-01-12 16:27:26.823748,125518,2218019557,Мотивация за оценки клиентов,3.08,[],2025-01-05 22:51:43,₽,"",0,2929,
2025-01-12 16:27:26.824239,2025-01-12 16:27:26.824253,125519,2218019590,Мотивация за оценки клиентов,0.4,[],2025-01-05 22:51:43,₽,"",0,2929,
2025-01-12 16:27:26.824418,2025-01-12 16:27:26.82443,125520,2218019533,Мотивация за оценки клиентов,2.25,[],2025-01-05 22:51:43,₽,"",0,2929,
2025-01-12 16:27:26.824587,2025-01-12 16:27:26.824599,125521,2218019555,Мотивация за оценки клиентов,5.61,[],2025-01-05 22:51:43,₽,"",0,2929,
2025-01-12 16:27:26.824753,2025-01-12 16:27:26.82488,125522,2218019191,Мотивация за оценки клиентов,2.94,[],2025-01-05 22:50:31,₽,"",0,2938,
2025-01-12 16:27:26.825055,2025-01-12 16:27:26.825067,125523,2218019206,Мотивация за оценки клиентов,4.31,[],2025-01-05 22:50:31,₽,"",0,2938,
2025-01-12 16:27:26.82522,2025-01-12 16:27:26.825232,125524,2218019168,Мотивация за оценки клиентов,1.72,[],2025-01-05 22:50:31,₽,"",0,2938,
2025-01-12 16:27:26.825383,2025-01-12 16:27:26.825395,125525,2218018239,Мотивация за оценки клиентов,1.83,[],2025-01-05 22:49:20,₽,"",0,2967,
2025-01-12 16:27:26.825546,2025-01-12 16:27:26.825558,125526,2218018233,Мотивация за оценки клиентов,0.49,[],2025-01-05 22:49:20,₽,"",0,2967,
2025-01-12 16:27:26.825709,2025-01-12 16:27:26.825721,125527,2218018312,Мотивация за оценки клиентов,2.43,[],2025-01-05 22:49:19,₽,"",0,2967,
2025-01-12 16:27:26.825974,2025-01-12 16:27:26.825986,125528,2218018223,Мотивация за оценки клиентов,3.26,[],2025-01-05 22:49:19,₽,"",0,2967,
2025-01-12 16:27:26.826137,2025-01-12 16:27:26.826149,125529,2218017901,Мотивация за оценки клиентов,3.48,[],2025-01-05 22:49:17,₽,"",0,2960,
2025-01-12 16:27:26.826298,2025-01-12 16:27:26.82631,125530,2218017918,Мотивация за оценки клиентов,4.04,[],2025-01-05 22:49:17,₽,"",0,2960,
2025-01-12 16:27:26.826459,2025-01-12 16:27:26.826471,125531,2218017915,Мотивация за оценки клиентов,3.86,[],2025-01-05 22:49:17,₽,"",0,2960,
2025-01-12 16:27:26.826621,2025-01-12 16:27:26.826632,125532,2218017927,Мотивация за оценки клиентов,3.87,[],2025-01-05 22:49:17,₽,"",0,2960,
2025-01-12 16:27:26.826941,2025-01-12 16:27:26.826953,125533,2218016851,Мотивация за оценки клиентов,3.9,[],2025-01-05 22:46:55,₽,"",0,2942,
2025-01-12 16:27:26.827107,2025-01-12 16:27:26.827119,125534,2218016889,Мотивация за оценки клиентов,0.51,[],2025-01-05 22:46:55,₽,"",0,2961,
2025-01-12 16:27:26.827269,2025-01-12 16:27:26.827281,125535,2218016913,Мотивация за оценки клиентов,3.08,[],2025-01-05 22:46:55,₽,"",0,2961,
2025-01-12 16:27:26.827432,2025-01-12 16:27:26.827444,125536,2218016835,Мотивация за оценки клиентов,3.76,[],2025-01-05 22:46:54,₽,"",0,2942,
2025-01-12 16:27:26.827594,2025-01-12 16:27:26.827605,125537,2218016880,Мотивация за оценки клиентов,6.63,[],2025-01-05 22:46:54,₽,"",0,2961,
2025-01-12 16:27:26.82786,2025-01-12 16:27:26.827872,125538,2218016833,Мотивация за оценки клиентов,3.18,[],2025-01-05 22:46:54,₽,"",0,2942,
2025-01-12 16:27:26.828025,2025-01-12 16:27:26.828037,125539,2218016944,Мотивация за оценки клиентов,4.45,[],2025-01-05 22:46:54,₽,"",0,2942,
2025-01-12 16:27:26.828187,2025-01-12 16:27:26.828198,125540,2218016830,Мотивация за оценки клиентов,4.93,[],2025-01-05 22:46:54,₽,"",0,2942,
2025-01-12 16:27:26.828348,2025-01-12 16:27:26.82836,125541,2218016941,Мотивация за оценки клиентов,1.54,[],2025-01-05 22:46:54,₽,"",0,2942,
2025-01-12 16:27:26.82851,2025-01-12 16:27:26.828521,125542,2218016825,Мотивация за оценки клиентов,0.81,[],2025-01-05 22:46:54,₽,"",0,2942,
2025-01-12 16:27:26.828672,2025-01-12 16:27:26.828684,125543,2218016870,Мотивация за оценки клиентов,1.05,[],2025-01-05 22:46:54,₽,"",0,2961,
2025-01-12 16:27:26.828917,2025-01-12 16:27:26.828929,125544,2218016994,Мотивация за оценки клиентов,3.51,[],2025-01-05 22:46:54,₽,"",0,2927,
2025-01-12 16:27:26.829087,2025-01-12 16:27:26.829099,125545,2218016817,Мотивация за оценки клиентов,3.6,[],2025-01-05 22:46:54,₽,"",0,2942,
2025-01-12 16:27:26.829249,2025-01-12 16:27:26.829261,125546,2218017028,Мотивация за оценки клиентов,3.83,[],2025-01-05 22:46:54,₽,"",0,2942,
2025-01-12 16:27:26.829411,2025-01-12 16:27:26.829423,125547,2218016983,Мотивация за оценки клиентов,6.83,[],2025-01-05 22:46:54,₽,"",0,2928,
2025-01-12 16:27:26.829598,2025-01-12 16:27:26.82961,125548,2218016982,Мотивация за оценки клиентов,4.31,[],2025-01-05 22:46:54,₽,"",0,2934,
2025-01-12 16:27:26.82976,2025-01-12 16:27:26.829892,125549,2218016908,Мотивация за оценки клиентов,1.69,[],2025-01-05 22:46:54,₽,"",0,2961,
2025-01-12 16:27:26.830216,2025-01-12 16:27:26.83023,125550,2218016814,Мотивация за оценки клиентов,2.49,[],2025-01-05 22:46:54,₽,"",0,2942,
2025-01-12 16:27:26.830392,2025-01-12 16:27:26.830404,125551,2218016812,Мотивация за оценки клиентов,5.22,[],2025-01-05 22:46:54,₽,"",0,2942,
2025-01-12 16:27:26.830623,2025-01-12 16:27:26.830635,125552,2218016905,Мотивация за оценки клиентов,3.84,[],2025-01-05 22:46:54,₽,"",0,2928,
2025-01-12 16:27:26.830874,2025-01-12 16:27:26.830886,125553,2218016859,Мотивация за оценки клиентов,3.64,[],2025-01-05 22:46:54,₽,"",0,2961,
2025-01-12 16:27:26.831041,2025-01-12 16:27:26.831053,125554,2218016973,Мотивация за оценки клиентов,1.08,[],2025-01-05 22:46:54,₽,"",0,2934,
2025-01-12 16:27:26.831204,2025-01-12 16:27:26.831216,125555,2218017002,Мотивация за оценки клиентов,4.44,[],2025-01-05 22:46:53,₽,"",0,2942,
2025-01-12 16:27:26.831367,2025-01-12 16:27:26.831379,125556,2218016802,Мотивация за оценки клиентов,0.65,[],2025-01-05 22:46:53,₽,"",0,2942,
2025-01-12 16:27:26.831528,2025-01-12 16:27:26.83154,125557,2218016968,Мотивация за оценки клиентов,7.14,[],2025-01-05 22:46:53,₽,"",0,2942,
2025-01-12 16:27:26.83172,2025-01-12 16:27:26.831732,125558,2218016959,Мотивация за оценки клиентов,3.69,[],2025-01-05 22:46:53,₽,"",0,2942,
2025-01-12 16:27:26.832073,2025-01-12 16:27:26.832085,125559,2218016956,Мотивация за оценки клиентов,3.39,[],2025-01-05 22:46:53,₽,"",0,2927,
2025-01-12 16:27:26.832237,2025-01-12 16:27:26.832249,125560,2218016997,Мотивация за оценки клиентов,2.52,[],2025-01-05 22:46:53,₽,"",0,2927,
2025-01-12 16:27:26.832399,2025-01-12 16:27:26.832411,125561,2218016951,Мотивация за оценки клиентов,1.85,[],2025-01-05 22:46:53,₽,"",0,2942,
2025-01-12 16:27:26.83256,2025-01-12 16:27:26.832572,125562,2218015527,Мотивация за оценки клиентов,1.05,[],2025-01-05 22:44:32,₽,"",0,2945,
2025-01-12 16:27:26.832721,2025-01-12 16:27:26.832732,125563,2218015514,Мотивация за оценки клиентов,1.83,[],2025-01-05 22:44:32,₽,"",0,2945,
2025-01-12 16:27:26.832963,2025-01-12 16:27:26.832975,125564,2218015511,Мотивация за оценки клиентов,5.51,[],2025-01-05 22:44:32,₽,"",0,2945,
2025-01-12 16:27:26.833125,2025-01-12 16:27:26.833137,125565,2218015506,Мотивация за оценки клиентов,6.55,[],2025-01-05 22:44:32,₽,"",0,2945,
2025-01-12 16:27:26.967248,2025-01-12 16:27:26.967288,125566,2218015497,Мотивация за оценки клиентов,3.39,[],2025-01-05 22:44:32,₽,"",0,2945,
2025-01-12 16:27:26.967905,2025-01-12 16:27:26.967923,125567,2218015553,Мотивация за оценки клиентов,0.45,[],2025-01-05 22:44:32,₽,"",0,2945,
2025-01-12 16:27:26.968471,2025-01-12 16:27:26.968484,125568,2218015149,Мотивация за оценки клиентов,3.58,[],2025-01-05 22:43:19,₽,"",0,2932,
2025-01-12 16:27:26.968655,2025-01-12 16:27:26.968667,125569,2218014952,Мотивация за оценки клиентов,2.52,[],2025-01-05 22:43:18,₽,"",0,2932,
2025-01-12 16:27:26.968824,2025-01-12 16:27:26.968836,125570,2218014637,Мотивация за оценки клиентов,-145.25,[],2025-01-05 22:42:10,₽,"",0,2963,
2025-01-12 16:27:26.968992,2025-01-12 16:27:26.969004,125571,2218014639,Мотивация за оценки клиентов,3.63,[],2025-01-05 22:42:10,₽,"",0,2963,
2025-01-12 16:27:26.969157,2025-01-12 16:27:26.969168,125572,2218013631,Мотивация за оценки клиентов,1.78,[],2025-01-05 22:40:58,₽,"",0,2944,
2025-01-12 16:27:26.969321,2025-01-12 16:27:26.969333,125573,2218013595,Мотивация за оценки клиентов,-520,[],2025-01-05 22:40:57,₽,"",0,2944,
2025-01-12 16:27:26.969484,2025-01-12 16:27:26.969496,125574,2218013123,Мотивация за оценки клиентов,1.98,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.969647,2025-01-12 16:27:26.969658,125575,2218013237,Мотивация за оценки клиентов,3.54,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.969809,2025-01-12 16:27:26.969821,125576,2218013258,Мотивация за оценки клиентов,3.42,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.969972,2025-01-12 16:27:26.969984,125577,2218013247,Мотивация за оценки клиентов,4.01,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.970307,2025-01-12 16:27:26.970324,125578,2218013261,Мотивация за оценки клиентов,0.43,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.97256,2025-01-12 16:27:26.972576,125579,2218013189,Мотивация за оценки клиентов,2.39,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.972775,2025-01-12 16:27:26.972787,125580,2218013166,Мотивация за оценки клиентов,3.45,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.972947,2025-01-12 16:27:26.972959,125581,2218013253,Мотивация за оценки клиентов,2.17,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.973114,2025-01-12 16:27:26.973126,125582,2218013262,Мотивация за оценки клиентов,2.28,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.97328,2025-01-12 16:27:26.973292,125583,2218013222,Мотивация за оценки клиентов,3.77,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.973445,2025-01-12 16:27:26.973457,125584,2218013234,Мотивация за оценки клиентов,2.27,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.973609,2025-01-12 16:27:26.973621,125585,2218013248,Мотивация за оценки клиентов,2.15,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.973774,2025-01-12 16:27:26.973785,125586,2218013284,Мотивация за оценки клиентов,3.69,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.973938,2025-01-12 16:27:26.973949,125587,2218013229,Мотивация за оценки клиентов,3.85,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.974101,2025-01-12 16:27:26.974113,125588,2218013232,Мотивация за оценки клиентов,3.42,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.974264,2025-01-12 16:27:26.974275,125589,2218013139,Мотивация за оценки клиентов,4.74,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.974427,2025-01-12 16:27:26.974438,125590,2218013278,Мотивация за оценки клиентов,1.52,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.974591,2025-01-12 16:27:26.974603,125591,2218013244,Мотивация за оценки клиентов,4.12,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.974754,2025-01-12 16:27:26.974766,125592,2218013239,Мотивация за оценки клиентов,2.45,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.980138,2025-01-12 16:27:26.980155,125593,2218013267,Мотивация за оценки клиентов,3.49,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.982009,2025-01-12 16:27:26.982025,125594,2218013117,Мотивация за оценки клиентов,3.75,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.983289,2025-01-12 16:27:26.983298,125595,2218013275,Мотивация за оценки клиентов,5.49,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.98421,2025-01-12 16:27:26.984226,125596,2218013265,Мотивация за оценки клиентов,3,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.984925,2025-01-12 16:27:26.984937,125597,2218013276,Мотивация за оценки клиентов,3.12,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.985585,2025-01-12 16:27:26.985597,125598,2218013286,Мотивация за оценки клиентов,2.71,[],2025-01-05 22:39:43,₽,"",0,2953,
2025-01-12 16:27:26.986538,2025-01-12 16:27:26.986549,125599,2218013187,Мотивация за оценки клиентов,3.58,[],2025-01-05 22:39:42,₽,"",0,2953,
2025-01-12 16:27:26.988768,2025-01-12 16:27:26.98889,125600,2218012910,Мотивация за оценки клиентов,4.49,[],2025-01-05 22:38:34,₽,"",0,2939,
2025-01-12 16:27:26.990272,2025-01-12 16:27:26.990386,125601,2218012522,Мотивация за оценки клиентов,3.18,[],2025-01-05 22:38:33,₽,"",0,2952,
2025-01-12 16:27:26.990841,2025-01-12 16:27:26.990854,125602,2218012615,Мотивация за оценки клиентов,4.02,[],2025-01-05 22:38:32,₽,"",0,2952,
2025-01-12 16:27:26.991015,2025-01-12 16:27:26.991027,125603,2218011044,Мотивация за оценки клиентов,2.25,[],2025-01-05 22:35:04,₽,"",0,2933,
2025-01-12 16:27:26.991298,2025-01-12 16:27:26.99131,125604,2218011028,Мотивация за оценки клиентов,1.47,[],2025-01-05 22:35:04,₽,"",0,2933,
2025-01-12 16:27:26.991467,2025-01-12 16:27:26.991479,125605,2218011030,Мотивация за оценки клиентов,2.31,[],2025-01-05 22:35:04,₽,"",0,2933,
2025-01-12 16:27:26.991946,2025-01-12 16:27:26.991963,125606,2218011062,Мотивация за оценки клиентов,2.55,[],2025-01-05 22:35:04,₽,"",0,2933,
2025-01-12 16:27:26.992233,2025-01-12 16:27:26.992248,125607,2218011033,Мотивация за оценки клиентов,3.65,[],2025-01-05 22:35:03,₽,"",0,2933,
2025-01-12 16:27:26.992476,2025-01-12 16:27:26.992489,125608,2218011064,Мотивация за оценки клиентов,4.65,[],2025-01-05 22:35:03,₽,"",0,2933,
2025-01-12 16:27:26.992651,2025-01-12 16:27:26.992663,125609,2218008703,Мотивация за оценки клиентов,2.73,[],2025-01-05 22:30:11,₽,"",0,2956,
2025-01-12 16:27:26.993238,2025-01-12 16:27:26.993251,125610,2218008697,Мотивация за оценки клиентов,1.7,[],2025-01-05 22:30:11,₽,"",0,2956,
2025-01-12 16:27:26.993445,2025-01-12 16:27:26.993457,125611,2218008737,Мотивация за оценки клиентов,0.33,[],2025-01-05 22:30:11,₽,"",0,2936,
2025-01-12 16:27:26.993616,2025-01-12 16:27:26.993627,125612,2218008672,Мотивация за оценки клиентов,2.99,[],2025-01-05 22:30:11,₽,"",0,2936,
2025-01-12 16:27:26.993784,2025-01-12 16:27:26.993924,125613,2218008614,Мотивация за оценки клиентов,4.38,[],2025-01-05 22:30:11,₽,"",0,2936,
2025-01-12 16:27:26.994148,2025-01-12 16:27:26.994161,125614,2218008669,Мотивация за оценки клиентов,2.59,[],2025-01-05 22:30:11,₽,"",0,2956,
2025-01-12 16:27:26.994322,2025-01-12 16:27:26.994334,125615,2218008540,Мотивация за оценки клиентов,2.67,[],2025-01-05 22:30:11,₽,"",0,2956,
2025-01-12 16:27:26.994632,2025-01-12 16:27:26.994712,125616,2218008658,Мотивация за оценки клиентов,3.28,[],2025-01-05 22:30:11,₽,"",0,2956,
2025-01-12 16:27:26.994869,2025-01-12 16:27:26.994881,125617,2218008512,Мотивация за оценки клиентов,1.95,[],2025-01-05 22:30:11,₽,"",0,2956,
2025-01-12 16:27:26.995034,2025-01-12 16:27:26.995046,125618,2218008555,Мотивация за оценки клиентов,1.72,[],2025-01-05 22:30:11,₽,"",0,2956,
2025-01-12 16:27:26.9952,2025-01-12 16:27:26.995212,125619,2218008564,Мотивация за оценки клиентов,0.06,[],2025-01-05 22:30:11,₽,"",0,2956,
2025-01-12 16:27:26.995364,2025-01-12 16:27:26.995375,125620,2218008395,Мотивация за оценки клиентов,3.39,[],2025-01-05 22:29:03,₽,"",0,2956,
2025-01-12 16:27:26.995528,2025-01-12 16:27:26.99554,125621,2218008390,Мотивация за оценки клиентов,4.05,[],2025-01-05 22:29:03,₽,"",0,2956,
2025-01-12 16:27:26.995691,2025-01-12 16:27:26.995703,125622,2218008381,Мотивация за оценки клиентов,6.27,[],2025-01-05 22:29:03,₽,"",0,2956,
2025-01-12 16:27:26.995924,2025-01-12 16:27:26.995936,125623,2218006986,Мотивация за оценки клиентов,0.53,[],2025-01-05 22:27:53,₽,"",0,2931,
2025-01-12 16:27:26.996086,2025-01-12 16:27:26.996098,125624,2218007134,Мотивация за оценки клиентов,7.41,[],2025-01-05 22:27:52,₽,"",0,2931,
2025-01-12 16:27:26.996249,2025-01-12 16:27:26.99626,125625,2218007064,Мотивация за оценки клиентов,6.65,[],2025-01-05 22:27:52,₽,"",0,2931,
2025-01-12 16:27:26.996411,2025-01-12 16:27:26.996423,125626,2218007121,Мотивация за оценки клиентов,0.72,[],2025-01-05 22:27:52,₽,"",0,2931,
2025-01-12 16:27:26.996573,2025-01-12 16:27:26.996585,125627,2218007096,Мотивация за оценки клиентов,0.81,[],2025-01-05 22:27:52,₽,"",0,2931,
2025-01-12 16:27:26.997007,2025-01-12 16:27:26.997024,125628,2218006954,Мотивация за оценки клиентов,3.42,[],2025-01-05 22:27:52,₽,"",0,2931,
2025-01-12 16:27:26.997413,2025-01-12 16:27:26.997425,125629,2218007111,Мотивация за оценки клиентов,2.91,[],2025-01-05 22:27:52,₽,"",0,2931,
2025-01-12 16:27:26.999493,2025-01-12 16:27:26.999511,125630,2218006737,Мотивация за оценки клиентов,3.69,[],2025-01-05 22:26:40,₽,"",0,2948,
